nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm3053444,Steve Gan,\N,\N,"writer,animation_department,art_department","tt4154796,tt10648342,tt6791350,tt2015381"
nm3057402,Bee Vang,1991,\N,"actor,writer,miscellaneous","tt14940390,tt1205489,tt3681720,tt12356852"
nm3060590,Devanshu Singh,\N,\N,"writer,assistant_director,director","tt8472964,tt12887178,tt2972222,tt1639426"
nm3065267,David Hinojosa,\N,\N,"producer,miscellaneous,editorial_department","tt8110652,tt6053438,tt5439812,tt2402927"
nm3066492,Jennifer Kaytin Robinson,1988,\N,"writer,producer,director","tt10648342,tt13327038,tt5012644,tt8075260"
nm3068550,Vineet Jain,\N,\N,producer,"tt4934950,tt7098658,tt7725596,tt6967980"
nm3069408,Eric Pearson,\N,\N,"writer,script_department,miscellaneous","tt3480822,tt5034838,tt10954600,tt3501632"
nm3069650,Jodie Comer,1993,\N,"actress,producer,soundtrack","tt2527338,tt4244994,tt6264654,tt7016936"
nm3070408,Prateik Patil Babbar,1986,\N,actor,"tt1618430,tt1433810,tt9052870,tt0473367"
nm3078932,Lady Gaga,1986,\N,"music_artist,soundtrack,composer","tt0458481,tt11214590,tt2002718,tt1517451"
nm3082936,Aseem Mishra,\N,\N,cinematographer,"tt7518786,tt2016894,tt1620933,tt2574698"
nm3087728,Anushka Sharma,1988,\N,"actress,producer,soundtrack","tt4832640,tt2176013,tt2338151,tt1182937"
nm3092471,Marwan Kenzari,1983,\N,"actor,producer","tt6443346,tt6139732,tt7556122,tt1536537"
nm3097752,Aleksandar Hemon,1964,\N,"writer,miscellaneous,actor","tt9141536,tt3034418,tt2431438,tt10838180"
nm3099754,Jack Whitehall,1988,\N,"actor,writer,producer","tt2337840,tt4660980,tt4824302,tt0870154"
nm3102998,Bo Burnham,1990,\N,"actor,writer,soundtrack","tt9620292,tt14544192,tt7014006,tt5462602"
nm3103879,Ilker Kizmaz,1975,\N,actor,"tt1171701,tt3588376,tt7679190,tt5165824"
nm3105160,Ibrahim Akoz,1974,\N,"sound_department,actor,miscellaneous","tt1171701,tt21339860,tt11943698,tt9174880"
nm3109407,Shiv Panditt,1984,\N,actor,"tt1836912,tt5050788,tt7363104,tt10295212"
nm3109770,Neeraj Pandey,1973,\N,"writer,producer,director","tt1280558,tt13899566,tt2377938,tt4169250"
nm3109964,Brian Tyree Henry,1982,\N,"actor,soundtrack,producer","tt4633694,tt7125860,tt4218572,tt12593682"
nm3111373,Steve Lantz,\N,\N,actor,"tt3520702,tt2891574,tt2005151,tt0083441"
nm3113678,Boris Ler,1985,\N,actor,"tt8633462,tt3923388,tt16740278,tt1714209"
nm3115704,Ahney Her,\N,\N,actress,"tt2975590,tt1623280,tt1205489,tt23649712"
nm3118214,Mohinder Pratap Singh,\N,\N,"writer,script_department,director","tt8037652,tt4169250,tt15779158,tt8392006"
nm3119194,Nancy Grant,\N,\N,"producer,actress,production_manager","tt11448830,tt4645368,tt2427892,tt3612616"
nm3123612,Jon Spaihts,\N,\N,"writer,producer,director","tt1211837,tt1446714,tt1355644"
nm3132784,Kishore Kumar G.,1974,\N,"actor,producer","tt10701074,tt15327088,tt12053122,tt3177080"
nm3133017,Mehmet Ada Öztekin,1975,\N,"director,writer,producer","tt13161356,tt1808223,tt10431500,tt1580811"
nm3133181,Stan Chervin,\N,\N,"writer,producer","tt1870422,tt1210166,tt1473153,tt2016264"
nm3133666,Ande Parks,\N,\N,"writer,miscellaneous","tt8936646,tt12263384"
nm3139511,Vikas Swarup,1963,\N,writer,"tt18314268,tt1341334,tt1010048"
nm3152605,Gwilym Lee,1983,\N,actor,"tt0118401,tt2058303,tt2235759,tt1727824"
nm3153307,Charles Brandt,\N,\N,writer,"tt1302006,tt9058022,tt8059866,tt14191962"
nm3154303,Timothée Chalamet,1995,\N,"actor,soundtrack,producer","tt1160419,tt4925292,tt1226837,tt5726616"
nm3154628,Kate Cohen,\N,\N,"producer,director,writer","tt17544470,tt2209764,tt3717686,tt13272982"
nm3156436,Sattar Oraki,\N,\N,"composer,music_department,soundtrack","tt5186714,tt4917384,tt1832382,tt3414274"
nm3160078,Eduardo Sacheri,\N,\N,writer,"tt1305806,tt1634003,tt10384744,tt1741273"
nm3163166,David Matamoros,\N,\N,"production_manager,producer,writer","tt8228288,tt1527186,tt6661368,tt1340107"
nm3164738,Dave Johannson,\N,\N,writer,tt1205489
nm3170207,Noah Centineo,1996,\N,"actor,producer,writer","tt3846674,tt3120280,tt8201170,tt6443346"
nm3174584,Armando Bo,\N,\N,"writer,director,producer","tt7538958,tt2562232,tt2125500,tt1164999"
nm3179723,Upendra Sidhaye,\N,\N,"writer,actor,director","tt1266583,tt4430212,tt10706640,tt11960634"
nm3190246,Richa Chadha,1986,\N,"actress,producer,director","tt4635372,tt6112414,tt2215477,tt1954470"
nm3190972,Manjot Singh,1992,\N,actor,"tt1292703,tt2806788,tt1639426,tt2172071"
nm3199307,Ruby Rose,1986,\N,"actress,writer,director","tt4425200,tt2372162,tt1293847,tt3880688"
nm3203509,Mangesh Dhakde,\N,\N,"composer,music_department","tt13919802,tt10964430,tt10324144,tt23864864"
nm3211470,Robert Eggers,1983,\N,"production_designer,director,writer","tt11138512,tt1330057,tt4263482,tt7984734"
nm3212517,Chaitally Parmar,\N,\N,"writer,producer,production_manager","tt13304410,tt7485048,tt2224317,tt3322420"
nm3215397,Daniel Scheinert,1987,\N,"director,actor,miscellaneous","tt9356952,tt4034354,tt6710474"
nm3220455,Max Eggers,\N,\N,"writer,director,miscellaneous","tt7984734,tt1330057,tt21905744"
nm3222518,Sachet Engineer,\N,\N,actor,tt0986264
nm3222742,P.S. Bharathi,\N,\N,"editor,producer,casting_director","tt4940456,tt0405508,tt2356180,tt0289845"
nm3225654,Justin Hurwitz,1985,\N,"soundtrack,writer,music_department","tt2582802,tt1337193,tt1213641,tt3783958"
nm3227090,Damien Chazelle,1985,\N,"producer,writer,director","tt3783958,tt1213641,tt1179933,tt2582802"
nm3234869,Ludwig Göransson,1984,\N,"composer,soundtrack,music_department","tt8111088,tt9114286,tt1825683,tt6723592"
nm3236159,Paul Walter Hauser,1986,\N,"actor,producer,writer","tt3513548,tt4301160,tt7349662,tt5580036"
nm3237775,Mackenzie Foy,2000,\N,"actress,soundtrack","tt1754656,tt1673434,tt1457767,tt0816692"
nm3239033,Rory Haines,1984,\N,"writer,assistant_director,producer","tt7161312,tt14785440,tt4761112,tt6443346"
nm3242689,Edward Ricourt,\N,\N,"producer,writer","tt1670345,tt7826108,tt3110958,tt2357547"
nm3263825,Will Beall,\N,\N,"writer,miscellaneous,producer","tt1477834,tt1321870,tt8873996,tt12361974"
nm3267061,Teddy Schwarzman,1979,\N,"producer,executive","tt2396589,tt2084970,tt7545524,tt2017038"
nm3278218,Jeff Loveness,\N,\N,"writer,producer,actor","tt0386676,tt5889946,tt5850440,tt0320037"
nm3280198,Guillaume Lemans,\N,\N,"writer,producer","tt1458175,tt4266076,tt1545759,tt5092380"
nm3280686,Art Parkinson,2001,\N,actor,"tt0944947,tt2126355,tt4302938,tt8425404"
nm3284831,Kai Bird,\N,\N,writer,"tt15398776,tt4025958,tt19433356,tt4807444"
nm3284959,Ewan Mulligan,\N,\N,"cinematographer,camera_department","tt13919802,tt4437128,tt10324144,tt3714018"
nm3287038,Thomas Mann,1991,\N,"actor,producer","tt3731562,tt1636826,tt2582496,tt1428538"
nm3289096,Sidharth Malhotra,1985,\N,"actor,writer,assistant_director","tt13131232,tt10295212,tt4900716,tt3173910"
nm3290967,David Mitchell,1969,\N,"writer,miscellaneous,actor","tt1371111,tt1899257,tt2431438,tt10838180"
nm3294574,Anthony Tambakis,1967,\N,"writer,producer,actor","tt15791080,tt3721964,tt1291584,tt15391800"
nm3299334,Ario Sagantoro,\N,\N,producer,"tt11143200,tt2265171,tt1899353,tt1368116"
nm3299397,Iko Uwais,1983,\N,"actor,producer,stunts","tt4560436,tt7734218,tt2265171,tt1899353"
nm3303922,Kaz Firpo,\N,\N,"writer,director,producer","tt2466490,tt9032400,tt6731340,tt5671954"
nm3310289,Daniel Durant,1989,\N,"actor,soundtrack","tt10366460,tt1758772,tt27351775,tt7335184"
nm3314810,Chesley Sullenberger,1951,\N,"actor,writer","tt3263904,tt0318224,tt11893274,tt5657846"
nm3315387,Vishnuvardhan,1976,\N,"director,writer,actor","tt4328890,tt10295212,tt0920457,tt2555958"
nm3322414,Alastair Siddons,\N,\N,"writer,director,producer","tt1365519,tt3464896,tt1764645,tt3305308"
nm3328207,Efthimis Filippou,1977,\N,"writer,actor,producer","tt1379182,tt1859446,tt3464902,tt5715874"
nm3331246,Sreedevi Krishnan,\N,\N,"writer,assistant_director","tt6613814,tt9861342,tt1373195,tt9263550"
nm3341611,Ichirô Nobukuni,\N,\N,"producer,production_manager","tt1069238,tt1674778,tt1477109"
nm3343855,Gabrielle-Suzanne Barbot de Villeneuve,1685,1755,writer,"tt3500508,tt1385976,tt0092626"
nm3346661,David Kaplan,\N,\N,producer,"tt2265398,tt2370248,tt4695012,tt3235888"
nm3349927,Oren Uziel,\N,\N,"writer,producer,director","tt9844522,tt0293429,tt2548396,tt13320622"
nm3356206,Noritaka Kawaguchi,\N,\N,"producer,miscellaneous","tt9426210,tt5311514,tt0983213,tt2591814"
nm3360218,Michael Finch,\N,\N,"writer,producer","tt2402157,tt1961175,tt1424381,tt10366206"
nm3360706,Aaron Guzikowski,\N,\N,"writer,producer","tt5093026,tt1392214,tt9170108,tt1524137"
nm3363032,Ryan Coogler,1986,\N,"producer,director,writer","tt9114286,tt1825683,tt2334649,tt3076658"
nm3374012,Kubilay Tat,\N,\N,"writer,producer","tt1538819,tt10431500,tt1398924"
nm3375122,Ryan Amon,\N,\N,"composer,music_department,soundtrack",tt1535108
nm3391497,Will Fetters,\N,\N,"writer,producer","tt1327194,tt1403981,tt1517451,tt8009428"
nm3392919,Charlotte Whitby-Coles,\N,\N,"producer,writer,casting_director","tt1408263,tt13989310,tt0367110"
nm3453283,Daniel Kwan,1988,\N,"director,actor,writer","tt6710474,tt4034354"
nm3459140,Olivia Luccardi,1989,\N,"actress,producer","tt8997082,tt3235888,tt5247026,tt2241351"
nm3477129,Albrecht Schuch,1985,\N,actor,"tt1016150,tt8535968,tt5765988,tt6470924"
nm3478396,Luke Bracey,1989,\N,actor,"tt2058673,tt2402157,tt1583421,tt1972779"
nm3481909,Ronjini Chakraborty,1996,\N,actress,"tt10324144,tt12347286,tt8239946,tt7212726"
nm3485845,Adam Driver,1983,\N,"actor,soundtrack,producer","tt2488496,tt7653254,tt5247022,tt2527336"
nm3488559,Michael Punke,\N,\N,writer,"tt1663202,tt18566602,tt1457600"
nm3496107,Fajar Yuskemal,\N,\N,"composer,sound_department,music_department","tt2265171,tt5147214,tt1899353,tt2409300"
nm3499207,Ayberk Pekcan,1970,2022,actor,"tt1999834,tt4320258,tt1720215,tt2758880"
nm3504430,Faith Wladyka,2004,\N,actress,"tt1120985,tt0478078,tt0062595,tt4676574"
nm3510471,Sam Claflin,1986,\N,"actor,soundtrack,producer","tt6306064,tt2674426,tt1951264,tt1735898"
nm3510918,David Gross,\N,\N,producer,"tt1486834,tt6017942,tt1456635,tt3170832"
nm3512758,Sarah Snook,1987,\N,"actress,producer,soundtrack","tt1588398,tt2910904,tt2080374,tt2397535"
nm3513533,Stephanie Hsu,1990,\N,"actress,producer,soundtrack","tt3339966,tt5788792,tt2801096,tt4789576"
nm3527897,Jordan Horowitz,1980,\N,"producer,writer,actor","tt4643084,tt10243992,tt0842926,tt3783958"
nm3533486,Johnny Standley,\N,\N,"soundtrack,composer",tt0067328
nm3533785,Phil Harris,\N,\N,composer,tt0067328
nm3539920,Ketan Sodha,\N,\N,"composer,music_department,soundtrack","tt10463030,tt8908002,tt8108202,tt3390572"
nm3542504,Paul Norris,1914,2007,"writer,miscellaneous","tt1477834,tt9663764,tt1641384,tt7658402"
nm3542598,Varun Grover,1980,\N,"writer,music_department,soundtrack","tt4434004,tt1954470,tt3495030,tt4635372"
nm3543826,Kathryn Stockett,\N,\N,"writer,miscellaneous","tt1454029,tt0911896,tt0874425,tt4145104"
nm3560755,Josey McNamara,\N,\N,"producer,assistant_director,miscellaneous","tt1709143,tt1905041,tt9620292,tt2368619"
nm3564817,Phoebe Waller-Bridge,1985,\N,"actress,producer,writer","tt5687612,tt3778644,tt1462764,tt7016936"
nm3575723,Lydia Wilson,1984,\N,actress,"tt2660888,tt2183641,tt2194499,tt1334260"
nm3582089,Carlos Martínez López,\N,\N,"visual_effects,director,animation_department","tt0762125,tt2857458,tt3896100,tt4729430"
nm3587952,Carla Quevedo,1988,\N,"actress,music_department","tt1732518,tt9852660,tt1305806,tt3879176"
nm3591972,S.R. Kathir,\N,\N,cinematographer,"tt15097216,tt4446318,tt2152896,tt23782248"
nm3592338,Emilia Clarke,1986,\N,"actress,soundtrack,producer","tt2674426,tt0944947,tt3778644,tt1340138"
nm3601766,Shraddha Kapoor,1987,\N,"actress,soundtrack,music_department","tt2203308,tt9052870,tt3175038,tt3390572"
nm3602603,West Dylan Thordson,\N,\N,"composer,music_department,soundtrack","tt6823368,tt5580036,tt2446980,tt4972582"
nm3606487,Samantha Ruth Prabhu,1987,\N,"actress,director,writer","tt1602585,tt2258337,tt7392212,tt9544034"
nm3611349,Jordan Vogt-Roberts,1984,\N,"director,producer,writer","tt3731562,tt8678318,tt1548018,tt2179116"
nm3613566,Sang-ho Yeon,\N,\N,"director,writer,producer","tt3845670,tt5700672,tt8850222,tt2086830"
nm3629863,Lisa Haydon,1986,\N,actress,"tt6337878,tt1830786,tt3322420,tt4559006"
nm3630374,Sohum Shah,1983,\N,"actor,producer,miscellaneous","tt1773764,tt14420552,tt4934950,tt8239946"
nm3638414,Aytunc Demirkaya,\N,\N,"producer,production_manager,miscellaneous","tt2100684,tt1808197,tt1368068,tt1171701"
nm3659660,Corey Hawkins,1988,\N,"actor,producer,soundtrack","tt7349662,tt3731562,tt1321510,tt1398426"
nm3668064,Vedat Özdemir,1974,\N,"cinematographer,camera_department,director","tt3646462,tt4886070,tt1171701,tt4178986"
nm3675414,Takuya Itô,\N,\N,"producer,miscellaneous","tt4272866,tt1474276,tt6900448,tt2140203"
nm3684167,Vishnu Vishal,1984,\N,"actor,producer","tt2196091,tt7060344,tt2544722,tt21617996"
nm3697679,Richard Phillips,\N,\N,writer,"tt0103396,tt0115147,tt1553686,tt1535109"
nm3703488,Sergei Bespalov,\N,\N,"producer,executive","tt2002718,tt1905040,tt2883512,tt0458481"
nm3715867,Stephanie Beatriz,1981,\N,"actress,soundtrack,producer","tt2953050,tt2467372,tt3513498,tt2370248"
nm3717662,Lee Magiday,\N,\N,"producer,writer,miscellaneous","tt1540133,tt3464902,tt5083738,tt4743428"
nm3719468,Sang-don Kim,\N,\N,writer,"tt1565043,tt2554270,tt0386064"
nm3719540,Han Ji-hoon,\N,\N,writer,"tt10892802,tt0485552,tt1565043,tt0386064"
nm3728294,Amol Parashar,1986,\N,"actor,writer,miscellaneous","tt10280296,tt2507168,tt3309662,tt6005644"
nm3729721,Dylan O'Brien,1991,\N,"actor,soundtrack","tt1790864,tt4046784,tt4500922,tt1567432"
nm3737483,Danny Bensi,\N,\N,"composer,music_department,soundtrack","tt2316411,tt7347846,tt3289956,tt2756032"
nm3741768,Mohit Raina,1982,\N,actor,"tt2147999,tt10365978,tt12714854,tt8291224"
nm3760517,Atul Raninga,\N,\N,"composer,music_department","tt1830786,tt1558578,tt1187043,tt6452574"
nm3772243,Theo James,1984,\N,"actor,producer,executive","tt2908446,tt5246700,tt3410834,tt1840309"
nm3772853,Isaac Marion,\N,\N,"writer,director,music_department","tt1757847,tt1588173,tt6550330"
nm3773434,Kyle Hunter,\N,\N,"writer,producer,miscellaneous","tt3530002,tt1306980,tt4975856,tt1700841"
nm3777780,Atul Gogavale,\N,\N,"composer,music_department,soundtrack","tt6527426,tt5312232,tt1849718,tt7485048"
nm3782043,Ariel Shaffir,\N,\N,"writer,producer,miscellaneous","tt3530002,tt1700841,tt4975856,tt1306980"
nm3784276,Mitesh Shah,\N,\N,"writer,actor,producer","tt1592294,tt9537274,tt8427036,tt8239946"
nm3787416,Jobie Hughes,1980,\N,"producer,writer,script_department","tt1464540,tt3039732,tt2098647,tt5909754"
nm3816287,Club Foot Orchestra,\N,\N,"composer,music_department","tt0015648,tt0015324,tt0129196,tt0179618"
nm3818286,Sushant Singh Rajput,1986,2020,"actor,assistant_director","tt3447364,tt4169250,tt8110330,tt2213054"
nm3821363,Matthew Fogel,\N,\N,"writer,composer,producer","tt5113044,tt3513498,tt9861122,tt6718170"
nm3822462,Rila Fukushima,\N,\N,"actress,soundtrack","tt2193021,tt0944947,tt1430132,tt1219827"
nm3822528,Will Collins,\N,\N,"writer,actor,editor","tt5198068,tt7829544,tt1608782,tt1865505"
nm3822770,Rajkummar Rao,1984,\N,actor,"tt6484982,tt7212754,tt2181831,tt3322420"
nm3823482,Takashi Watanabe,\N,\N,producer,"tt2140203,tt1474276"
nm3825122,Dominic Lewis,\N,\N,"composer,music_department,soundtrack","tt12593682,tt5117670,tt6856242,tt12003946"
nm3834300,Noah Oppenheim,\N,\N,"producer,writer,executive","tt1619029,tt1790864,tt1976650,tt3410834"
nm3837786,Amara Miller,2000,\N,"actress,miscellaneous","tt2266639,tt1033575,tt15726624"
nm3860486,Nora Grossman,\N,\N,"producer,miscellaneous","tt8707778,tt2084970,tt7440690,tt5718944"
nm3867801,Burak Arliel,\N,\N,"director,editor,visual_effects","tt13562418,tt0116231,tt3521192,tt0263438"
nm3872326,Hiroshi Sakurazaka,\N,\N,writer,"tt1631867,tt5617712"
nm3886028,Angourie Rice,2001,\N,"actress,soundtrack","tt5592248,tt3799694,tt2268458,tt2250912"
nm3887625,Alex Russell,1987,\N,"actor,producer,director","tt1706593,tt1517260,tt1809398,tt1939659"
nm3888054,Rajat Barmecha,1989,\N,actor,"tt1639426,tt6455918,tt1836912,tt4642936"
nm3890871,John-Henry Butterworth,1976,\N,"writer,producer","tt1631867,tt1462764,tt1950186,tt0977855"
nm3892675,Mark Greaney,\N,\N,writer,"tt13857278,tt1649418"
nm3898762,Amala Paul,1991,\N,"actress,producer","tt3822396,tt7060344,tt2357208,tt1841762"
nm3905156,Sangili Murugan,\N,\N,"actor,producer","tt7060344,tt6485666,tt0316078,tt3569782"
nm3909481,S.R. Prakashbabu,\N,\N,producer,"tt3822388,tt9900782,tt7060460,tt5611648"
nm3915784,John Boyega,1992,\N,"actor,producer,production_department","tt2557478,tt2488496,tt1478964,tt2527336"
nm3916149,Zach Dean,\N,\N,"writer,producer","tt9777666,tt5442456,tt5433140,tt1667310"
nm3918035,Zendaya,1996,\N,"actress,producer,sound_department","tt1485796,tt2250912,tt12676326,tt10872600"
nm3924219,Wenwen Han,1995,\N,actress,"tt11519318,tt6498818,tt1155076,tt9521346"
nm3926614,Alex Somers,\N,\N,"composer,soundtrack,music_department","tt4287320,tt1389137,tt8151874,tt3553976"
nm3929259,Brian Duffield,\N,\N,"writer,producer,director","tt5774060,tt4225622,tt2908446,tt2222042"
nm3929283,Kris Bowers,\N,\N,"composer,music_department,soundtrack","tt8740790,tt9620288,tt6966692,tt13793326"
nm3938507,Mitesh Mirchandani,1989,\N,"cinematographer,camera_department,assistant_director","tt5286444,tt8439854,tt8291224,tt5448726"
nm3941170,Arthur Simonini,\N,\N,"composer,music_department,soundtrack","tt1529569,tt13204490,tt13353386,tt8613070"
nm3942577,Aadhi,1982,\N,"actor,music_department,soundtrack","tt2281103,tt5457772,tt6996016,tt7392212"
nm3943537,Tom Ackerley,\N,\N,"producer,assistant_director,miscellaneous","tt1709143,tt1979320,tt5580036,tt9620292"
nm3945747,Yukito Nishii,1995,\N,actor,"tt1590089,tt2140203,tt5813014,tt9890758"
nm3948817,Wayne L. Rogers,\N,\N,producer,"tt5922124,tt1673734,tt5362988"
nm3948952,Vanessa Kirby,1988,\N,"actress,producer,soundtrack","tt11161474,tt4786824,tt4912910,tt9738716"
nm3966115,Dan Abnett,1965,\N,"writer,actor","tt2015381,tt3896198,tt3391132,tt6907170"
nm3966456,Taapsee Pannu,1987,\N,"actress,producer","tt11027830,tt5571734,tt8130968,tt10964430"
nm3967702,Dax Flame,1991,\N,"actor,producer,director","tt2294449,tt1232829,tt1636826,tt1298649"
nm3967796,Oliver Cooper,\N,\N,"actor,writer,producer","tt3973820,tt0904208,tt5290382,tt1636826"
nm3967854,Jonathan Daniel Brown,\N,\N,"actor,producer,writer","tt1636826,tt0780548,tt6139614,tt23793170"
nm3980199,Erik Rommesmo,\N,\N,producer,"tt3236120,tt3235888,tt1935902,tt4254584"
nm3985391,Gaurav Solanki,1986,\N,"writer,music_department,soundtrack","tt5842616,tt2882328,tt11117570,tt10324144"
nm3994407,Ryan Potter,1995,\N,"actor,producer,writer","tt1043813,tt5118450,tt2245084,tt1615925"
nm3994408,Jane Levy,\N,\N,"actress,soundtrack","tt1288558,tt4160708,tt10314462"
nm3995471,Craig Van Hook,\N,\N,"actor,transportation_department","tt1817273,tt1049956"
nm4004793,Letitia Wright,1993,\N,"actress,producer,writer","tt11052678,tt3464896,tt2085059,tt1825683"
nm4014166,Cathy Yan,\N,\N,"producer,director,writer","tt7476810,tt4874494,tt7713068,tt7660850"
nm4023073,Rosa Salazar,1985,\N,"actress,producer,director","tt4500922,tt0437086,tt4046784,tt2737304"
nm4025731,Gerald Chamales,\N,\N,producer,"tt1302006,tt1529331,tt8462476,tt1745958"
nm4034068,Valérie Beaugrand-Champagne,\N,\N,"script_department,miscellaneous,producer","tt18350136,tt2316411,tt1255953,tt0358475"
nm4039044,Geneva Robertson-Dworet,1985,\N,"writer,producer","tt4154664,tt5726658,tt1365519"
nm4043111,Vijay Sethupathi,1978,\N,"actor,writer,producer","tt6148156,tt10579952,tt7019842,tt7019942"
nm4043618,Tom Holland,1996,\N,"actor,producer,director","tt6320628,tt1649419,tt3498820,tt2250912"
nm4057793,Bill Dubuque,\N,\N,"writer,producer","tt1718924,tt1872194,tt2140479,tt5071412"
nm4068901,Madison Wolfe,2002,\N,actress,"tt4547194,tt2446980,tt3203606,tt3065204"
nm4088627,Jessica Sula,1994,\N,actress,"tt5770620,tt4972582,tt2974556,tt0840196"
nm4105261,Betsy Koch,\N,\N,"producer,miscellaneous,actress","tt6266538,tt1424381,tt0480255,tt9764362"
nm4105822,Bryan Unkeless,\N,\N,"producer,executive","tt1951265,tt1951266,tt1392170,tt5580036"
nm4106590,S. Sashikanth,\N,\N,"producer,director","tt5310090,tt13131350,tt10661848,tt6148156"
nm4112854,Kirti Kulhari,1985,\N,"actress,producer","tt15128088,tt5571734,tt1836912,tt8291224"
nm4129745,Allison Williams,1988,\N,"actress,soundtrack,writer","tt7772580,tt1723816,tt3972398,tt5052448"
nm4131020,Matt Charman,\N,\N,"writer,producer,director","tt3682448,tt5208252,tt3959576,tt0900387"
nm4139037,Suraj Sharma,1993,\N,actor,"tt8155288,tt4908254,tt1647668,tt0454876"
nm4139352,Jonathan Wang,1984,\N,"producer,production_manager","tt4034354,tt9356952,tt6710474,tt8866456"
nm4140478,Sujith Vasudev,\N,\N,"cinematographer,director,actor","tt3124456,tt6067752,tt3417422,tt8269380"
nm4141252,Lily James,1989,\N,"actress,soundtrack,producer","tt3890160,tt1374989,tt6911608,tt1661199"
nm4144120,Tarell Alvin McCraney,1980,\N,"writer,producer,actor","tt7456668,tt8128188,tt4975722,tt8905948"
nm4146781,Charise Castro Smith,\N,\N,"producer,writer,actress","tt5368542,tt6763664,tt5109280,tt2953050"
nm4157919,Madhan Karky,1980,\N,"music_department,soundtrack,writer","tt2631186,tt4849438,tt1305797,tt8178634"
nm4160687,Jim Starlin,1949,\N,"writer,animation_department,miscellaneous","tt6791350,tt10648342,tt2015381,tt4154756"
nm4170048,Ari Aster,1986,\N,"director,writer,producer","tt13521006,tt2460640,tt8772262,tt7784604"
nm4173131,Neeraj Kabi,1968,\N,"actor,music_department","tt1773764,tt3447364,tt20850406,tt6077448"
nm4185845,Remington Chase,\N,\N,"producer,miscellaneous,actor","tt1925431,tt2402157,tt1855199,tt1235522"
nm4191232,Manoj Muntashir,1976,\N,"music_department,soundtrack,writer","tt10295212,tt8983202,tt6264938,tt3175038"
nm4199420,Aras Bulut Iynemli,1990,\N,"actor,soundtrack","tt7431994,tt3283804,tt10431500,tt6051216"
nm4205110,Adesh Prasad,\N,\N,"assistant_director,editor,editorial_department","tt1608777,tt8239946,tt1773764,tt1772332"
nm4207146,Jason Mitchell,1987,\N,"actor,producer","tt1398426,tt2396589,tt3731562,tt5390504"
nm4207679,Izabela Vidovic,2001,\N,"actress,producer,writer","tt2312718,tt2666270,tt2262532,tt2543472"
nm4212895,James Dashner,\N,\N,"writer,actor,producer","tt4500922,tt4046784,tt3203180,tt1790864"
nm4237148,Sam C.S.,\N,\N,"composer,music_department,soundtrack","tt6148156,tt9900782,tt9263550,tt13131350"
nm4242320,C. Prem Kumar,\N,\N,"cinematographer,director,writer","tt9691336,tt6879472,tt7019842,tt2946508"
nm4243936,Harry G. Peter,1880,1958,"writer,art_department","tt8752498,tt1186373,tt7514094,tt16150204"
nm4259881,Patrick McKay,\N,\N,"writer,producer","tt7631058,tt14669114,tt0421201,tt7741194"
nm4265383,Riza Aziz,\N,\N,producer,"tt1528071,tt0993846,tt1206543,tt1720616"
nm4271336,Shameik Moore,1995,\N,"actor,soundtrack","tt3850214,tt4592410,tt9362722,tt4633694"
nm4272786,S.R. Prabhu,\N,\N,producer,"tt5611648,tt9900782,tt7060460,tt3822388"
nm4274191,Shyam Maheshwari,\N,\N,"assistant_director,director,writer","tt4169250,tt1821021,tt6685014,tt12482630"
nm4274575,Vetrimaaran,1975,\N,"writer,producer,director","tt1821317,tt5959980,tt9477520,tt4991384"
nm4291409,Lily Gladstone,1986,\N,"actress,casting_department,writer","tt4468634,tt1829057,tt4270492,tt9231040"
nm4298729,Advaita Kala,\N,\N,writer,"tt10308632,tt1499201,tt21908676,tt1821480"
nm4299147,Sareh Bayat,1979,\N,actress,"tt3402834,tt7897468,tt1832382,tt7228134"
nm4301557,Will Tracy,\N,\N,"writer,producer,actor","tt3530232,tt9764362,tt12300742,tt7660850"
nm4303311,Yoshitsugu Matsuoka,1986,\N,"actor,music_department,soundtrack","tt2457282,tt2250192,tt11032374,tt1773185"
nm4304940,Hazar Ergüçlü,1992,\N,"actress,soundtrack,producer","tt6628102,tt7668518,tt7986266,tt6396050"
nm4305463,Naomi Scott,1993,\N,"actress,producer,soundtrack","tt6139732,tt5033998,tt2006295,tt3717490"
nm4316121,Veronica Roth,1988,\N,"writer,actress,producer","tt1840309,tt7631256,tt3410834,tt2908446"
nm4318159,Nitesh Tiwari,1972,\N,"writer,director,producer","tt6967980,tt9052870,tt5074352,tt1841542"
nm4335569,Deniz Baysal,1991,\N,actress,"tt13562418,tt6756704,tt10431500,tt6942048"
nm4339295,Chris Lindsay,\N,\N,"writer,cinematographer,camera_department","tt7390046,tt1371111,tt0184122,tt0943690"
nm4343656,Satheesh Muthukulam,\N,\N,writer,"tt7466810,tt8108224"
nm4350114,Tom Prior,1990,\N,"actor,producer,writer","tt2980516,tt4061620,tt6835252,tt2802144"
nm4354653,Disasterpeace,\N,\N,"composer,soundtrack,music_department","tt3235888,tt5691670,tt8110652,tt1488606"
nm4374524,Noémie Merlant,1988,\N,"actress,writer,director","tt14821328,tt14444726,tt19841734,tt8613070"
nm4375423,Sukhmani Sadana,1990,\N,"actress,writer","tt3619854,tt9263550,tt21916016,tt6077448"
nm4377096,T.J. Gnanavel,\N,\N,"writer,director","tt1836883,tt26936666,tt6278350,tt15097216"
