tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt5027774,movie,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",0,2017,\N,115,"Comedy,Crime,Drama"
tt5034838,movie,Godzilla vs. Kong,Godzilla vs. Kong,0,2021,\N,113,"Action,Sci-Fi,Thriller"
tt5052448,movie,Get Out,Get Out,0,2017,\N,104,"Horror,Mystery,Thriller"
tt5074352,movie,Dangal,Dangal,0,2016,\N,161,"Action,Biography,Drama"
tt5083738,movie,The Favourite,The Favourite,0,2018,\N,119,"Biography,Comedy,Drama"
tt5095030,movie,Ant-Man and the Wasp,Ant-Man and the Wasp,0,2018,\N,118,"Action,Adventure,Comedy"
tt5109784,movie,Mother!,Mother!,0,2017,\N,121,"Drama,Horror,Mystery"
tt5164214,movie,Ocean's Eight,Ocean's Eight,0,2018,\N,110,"Action,Comedy,Crime"
tt5198068,movie,Wolfwalkers,WolfWalkers,0,2020,\N,103,"Action,Adventure,Animation"
tt5311514,movie,Your Name.,Kimi no na wa.,0,2016,\N,106,"Animation,Drama,Fantasy"
tt5323662,movie,A Silent Voice: The Movie,Koe no katachi,0,2016,\N,130,"Animation,Drama"
tt5362988,movie,Wind River,Wind River,0,2017,\N,107,"Crime,Drama,Mystery"
tt5442430,movie,Life,Life,0,2017,\N,104,"Horror,Sci-Fi,Thriller"
tt5463162,movie,Deadpool 2,Deadpool 2,0,2018,\N,119,"Action,Adventure,Comedy"
tt5519340,movie,Bright,Bright,0,2017,\N,117,"Action,Fantasy,Thriller"
tt5537002,movie,Killers of the Flower Moon,Killers of the Flower Moon,0,2023,\N,206,"Crime,Drama,History"
tt5571734,movie,Pink,Pink,0,2016,\N,136,"Crime,Drama,Thriller"
tt5580036,movie,"I, Tonya","I, Tonya",0,2017,\N,119,"Biography,Comedy,Drama"
tt5580390,movie,The Shape of Water,The Shape of Water,0,2017,\N,123,"Drama,Fantasy,Romance"
tt5606664,movie,Doctor Sleep,Doctor Sleep,0,2019,\N,152,"Drama,Fantasy,Horror"
tt5700672,movie,Train to Busan,Busanhaeng,0,2016,\N,118,"Action,Horror,Thriller"
tt5726616,movie,Call Me by Your Name,Call Me by Your Name,0,2017,\N,132,"Drama,Romance"
tt5727208,movie,Uncut Gems,Uncut Gems,0,2019,\N,135,"Crime,Drama,Thriller"
tt6105098,movie,The Lion King,The Lion King,0,2019,\N,118,"Adventure,Animation,Drama"
tt6139732,movie,Aladdin,Aladdin,0,2019,\N,128,"Adventure,Comedy,Family"
tt6146586,movie,John Wick: Chapter 3 - Parabellum,John Wick: Chapter 3 - Parabellum,0,2019,\N,130,"Action,Crime,Thriller"
tt6148156,movie,Vikram Vedha,Vikram Vedha,0,2017,\N,147,"Action,Crime,Drama"
tt6264654,movie,Free Guy,Free Guy,0,2021,\N,115,"Action,Adventure,Comedy"
tt6316138,movie,Ayla: The Daughter of War,Ayla: The Daughter of War,0,2017,\N,125,"Biography,Drama,History"
tt6320628,movie,Spider-Man: Far from Home,Spider-Man: Far from Home,0,2019,\N,129,"Action,Adventure,Comedy"
tt6334354,movie,The Suicide Squad,The Suicide Squad,0,2021,\N,132,"Action,Adventure,Comedy"
tt6443346,movie,Black Adam,Black Adam,0,2022,\N,125,"Action,Adventure,Fantasy"
tt6499752,movie,Upgrade,Upgrade,0,2018,\N,100,"Action,Sci-Fi,Thriller"
tt6565702,movie,Dark Phoenix,Dark Phoenix,0,2019,\N,113,"Action,Adventure,Sci-Fi"
tt6628102,movie,The Wild Pear Tree,Ahlat Agaci,0,2018,\N,188,Drama
tt6644200,movie,A Quiet Place,A Quiet Place,0,2018,\N,90,"Drama,Horror,Sci-Fi"
tt6710474,movie,Everything Everywhere All at Once,Everything Everywhere All at Once,0,2022,\N,139,"Action,Adventure,Comedy"
tt6718170,movie,The Super Mario Bros. Movie,The Super Mario Bros. Movie,0,2023,\N,92,"Adventure,Animation,Comedy"
tt6723592,movie,Tenet,Tenet,0,2020,\N,150,"Action,Sci-Fi,Thriller"
tt6751668,movie,Parasite,Gisaengchung,0,2019,\N,132,"Drama,Thriller"
tt6791350,movie,Guardians of the Galaxy Vol. 3,Guardians of the Galaxy Vol. 3,0,2023,\N,150,"Action,Adventure,Comedy"
tt6806448,movie,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,0,2019,\N,137,"Action,Adventure,Thriller"
tt6823368,movie,Glass,Glass,0,2019,\N,129,"Drama,Horror,Sci-Fi"
tt6857112,movie,Us,Us,0,2019,\N,116,"Horror,Mystery,Thriller"
tt6966692,movie,Green Book,Green Book,0,2018,\N,130,"Biography,Comedy,Drama"
tt7019842,movie,96,96,0,2018,\N,158,"Drama,Romance"
tt7060344,movie,Raatchasan,Ratsasan,0,2018,\N,170,"Action,Crime,Drama"
tt7097896,movie,Venom: Let There Be Carnage,Venom: Let There Be Carnage,0,2021,\N,97,"Action,Sci-Fi,Thriller"
tt7126948,movie,Wonder Woman 1984,Wonder Woman 1984,0,2020,\N,151,"Action,Adventure,Fantasy"
tt7131622,movie,Once Upon a Time in Hollywood,Once Upon a Time in... Hollywood,0,2019,\N,161,"Comedy,Drama"
tt7286456,movie,Joker,Joker,0,2019,\N,122,"Crime,Drama,Thriller"
tt7349662,movie,BlacKkKlansman,BlacKkKlansman,0,2018,\N,135,"Biography,Comedy,Crime"
tt7349950,movie,It Chapter Two,It Chapter Two,0,2019,\N,169,"Drama,Fantasy,Horror"
tt7392212,movie,Rangasthalam 1985,Rangasthalam,0,2018,\N,170,"Action,Drama"
tt7466810,movie,777 Charlie,777 Charlie,0,2022,\N,164,"Adventure,Comedy,Drama"
tt7653254,movie,Marriage Story,Marriage Story,0,2019,\N,137,"Drama,Romance"
tt7713068,movie,Birds of Prey,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,0,2020,\N,109,"Action,Comedy,Crime"
tt7784604,movie,Hereditary,Hereditary,0,2018,\N,127,"Drama,Horror,Mystery"
tt7838252,movie,K.G.F: Chapter 1,K.G.F: Chapter 1,0,2018,\N,154,"Action,Crime,Drama"
tt7846844,movie,Enola Holmes,Enola Holmes,0,2020,\N,123,"Action,Adventure,Crime"
tt7888964,movie,Nobody,Nobody,0,2021,\N,92,"Action,Crime,Drama"
tt7975244,movie,Jumanji: The Next Level,Jumanji: The Next Level,0,2019,\N,123,"Action,Adventure,Comedy"
tt7984734,movie,The Lighthouse,The Lighthouse,0,2019,\N,109,"Drama,Fantasy,Horror"
tt7991608,movie,Red Notice,Red Notice,0,2021,\N,118,"Action,Comedy,Thriller"
tt8108198,movie,Andhadhun,Andhadhun,0,2018,\N,139,"Crime,Mystery,Thriller"
tt8228288,movie,The Platform,El hoyo,0,2019,\N,94,"Horror,Sci-Fi,Thriller"
tt8239946,movie,Tumbbad,Tumbbad,0,2018,\N,104,"Drama,Fantasy,Horror"
tt8267604,movie,Capernaum,Capharnaüm,0,2018,\N,126,Drama
tt8291224,movie,Uri: The Surgical Strike,Uri: The Surgical Strike,0,2019,\N,138,"Action,Drama,History"
tt8332922,movie,A Quiet Place Part II,A Quiet Place Part II,0,2020,\N,97,"Drama,Horror,Sci-Fi"
tt8367814,movie,The Gentlemen,The Gentlemen,0,2019,\N,113,"Action,Crime"
tt8503618,movie,Hamilton,Hamilton,0,2020,\N,160,"Biography,Drama,History"
tt8579674,movie,1917,1917,0,2019,\N,119,"Action,Drama,War"
tt8613070,movie,Portrait of a Lady on Fire,Portrait de la jeune fille en feu,0,2019,\N,122,"Drama,Romance"
tt8633462,movie,"Quo Vadis, Aida?","Quo vadis, Aida?",0,2020,\N,101,"Drama,History,War"
tt8772262,movie,Midsommar,Midsommar,0,2019,\N,148,"Drama,Horror,Mystery"
tt8936646,movie,Extraction,Extraction,0,2020,\N,116,"Action,Thriller"
tt8946378,movie,Knives Out,Knives Out,0,2019,\N,130,"Comedy,Crime,Drama"
tt9032400,movie,Eternals,Eternals,0,2021,\N,156,"Action,Adventure,Fantasy"
tt9052870,movie,Chhichhore,Chhichhore,0,2019,\N,143,"Comedy,Drama,Romance"
tt9114286,movie,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,0,2022,\N,161,"Action,Adventure,Drama"
tt9179430,movie,Vikram,Vikram,0,2022,\N,175,"Action,Crime,Thriller"
tt9243946,movie,El Camino: A Breaking Bad Movie,El Camino: A Breaking Bad Movie,0,2019,\N,122,"Action,Crime,Drama"
tt9263550,movie,Rocketry: The Nambi Effect,Rocketry: The Nambi Effect,0,2022,\N,157,"Biography,Drama"
tt9362722,movie,Spider-Man: Across the Spider-Verse,Spider-Man: Across the Spider-Verse,0,2023,\N,140,"Action,Adventure,Animation"
tt9376612,movie,Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,0,2021,\N,132,"Action,Adventure,Fantasy"
tt9419884,movie,Doctor Strange in the Multiverse of Madness,Doctor Strange in the Multiverse of Madness,0,2022,\N,126,"Action,Adventure,Fantasy"
tt9477520,movie,Asuran,Asuran,0,2019,\N,141,"Action,Drama"
tt9620292,movie,Promising Young Woman,Promising Young Woman,0,2020,\N,113,"Crime,Drama,Mystery"
tt9764362,movie,The Menu,The Menu,0,2022,\N,107,"Comedy,Horror,Thriller"
tt9777666,movie,The Tomorrow War,The Tomorrow War,0,2021,\N,138,"Action,Adventure,Drama"
tt9900782,movie,Kaithi,Kaithi,0,2019,\N,145,"Action,Adventure,Crime"
