tconst,ordering,nconst,category,job,characters
tt0046250,6,nm0874308,writer,screenplay by,\N
tt0046250,7,nm0402848,writer,screenplay by,\N
tt0046250,8,nm0226538,writer,screenplay by,\N
tt0046250,9,nm0005952,composer,\N,\N
tt0046268,10,nm0346537,editor,\N,\N
tt0046268,1,nm0598971,actor,\N,"[""Mario Livi""]"
tt0046268,2,nm0889024,actor,\N,"[""M. Jo""]"
tt0046268,3,nm0886870,actor,\N,"[""Bimba""]"
tt0046268,4,nm0525793,actor,\N,"[""Luigi""]"
tt0046268,5,nm0167241,director,\N,\N
tt0046268,6,nm1064118,writer,from the novel by,\N
tt0046268,7,nm0350823,writer,adaptation and dialogue,\N
tt0046268,8,nm0005952,composer,\N,\N
tt0046268,9,nm0005901,cinematographer,\N,\N
tt0046359,10,nm0866462,editor,\N,\N
tt0046359,1,nm0000034,actor,\N,"[""Sgt. J.J. Sefton""]"
tt0046359,2,nm0852279,actor,\N,"[""Lt. James Dunbar""]"
tt0046359,3,nm0695937,actor,\N,"[""Oberst von Scherbach""]"
tt0046359,4,nm0833865,actor,\N,"[""Sgt. Stanislaus 'Animal' Kuzawa""]"
tt0046359,5,nm0000697,director,\N,\N
tt0046359,6,nm0089637,writer,written for the screen by,\N
tt0046359,7,nm0079654,writer,based on the play by,\N
tt0046359,8,nm0874522,writer,based on the play by,\N
tt0046359,9,nm0005768,cinematographer,director of photography,\N
tt0046438,10,nm0357310,editor,\N,\N
tt0046438,1,nm0753479,actor,\N,"[""Shukichi Hirayama""]"
tt0046438,2,nm0383261,actress,\N,"[""Tomi Hirayama""]"
tt0046438,3,nm0945522,actor,\N,"[""Koichi Hirayama""]"
tt0046438,4,nm0361697,actress,\N,"[""Noriko Hirayama""]"
tt0046438,5,nm0654868,director,\N,\N
tt0046438,6,nm0633792,writer,scenario,\N
tt0046438,7,nm0945499,producer,producer,\N
tt0046438,8,nm0756907,composer,\N,\N
tt0046438,9,nm0040916,cinematographer,\N,\N
tt0046911,10,nm0340190,writer,collaboration,\N
tt0046911,1,nm0797531,actress,\N,"[""Nicole Horner""]"
tt0046911,2,nm0167243,actress,\N,"[""Christina Delassalle""]"
tt0046911,3,nm0582890,actor,\N,"[""Michel Delassalle""]"
tt0046911,4,nm0889024,actor,\N,"[""Alfred Fichet, le commissaire""]"
tt0046911,5,nm0167241,director,\N,\N
tt0046911,6,nm0092267,writer,"novel ""Celle qui n'était plus""",\N
tt0046911,7,nm0092268,writer,"novel ""Celle qui n'était plus""",\N
tt0046911,8,nm0350823,writer,scenario and dialogue,\N
tt0046911,9,nm0557510,writer,collaboration,\N
tt0046912,1,nm0001537,actor,\N,"[""Tony Wendice""]"
tt0046912,2,nm0000038,actress,\N,"[""Margot Wendice""]"
tt0046912,3,nm0191950,actor,\N,"[""Mark Halliday""]"
tt0046912,4,nm0002369,actor,\N,"[""Chief Inspector Hubbard""]"
tt0046912,5,nm0000033,director,\N,\N
tt0046912,6,nm0461425,writer,screen play by,\N
tt0046912,7,nm0006323,composer,\N,\N
tt0046912,8,nm0122079,cinematographer,director of photography,\N
tt0046912,9,nm0270458,editor,film editor,\N
tt0047296,10,nm0077086,composer,\N,\N
tt0047296,1,nm0000008,actor,\N,"[""Terry Malloy""]"
tt0047296,2,nm0001500,actor,\N,"[""Father Barry""]"
tt0047296,3,nm0002011,actor,\N,"[""Johnny Friendly""]"
tt0047296,4,nm0001768,actor,\N,"[""Charley Malloy""]"
tt0047296,5,nm0001415,director,\N,\N
tt0047296,6,nm0775977,writer,screenplay,\N
tt0047296,7,nm0425711,writer,suggested by articles by,\N
tt0047296,8,nm0802563,writer,\N,\N
tt0047296,9,nm0818545,producer,producer,\N
tt0047396,10,nm0866462,editor,\N,\N
tt0047396,1,nm0000071,actor,\N,"[""L.B. Jefferies""]"
tt0047396,2,nm0000038,actress,\N,"[""Lisa Fremont""]"
tt0047396,3,nm0179819,actor,\N,"[""Tom Doyle""]"
tt0047396,4,nm0728812,actress,\N,"[""Stella""]"
tt0047396,5,nm0000033,director,\N,\N
tt0047396,6,nm0371088,writer,screenplay,\N
tt0047396,7,nm0941280,writer,short story,\N
tt0047396,8,nm0000077,composer,\N,\N
tt0047396,9,nm0122079,cinematographer,director of photography,\N
tt0047478,10,nm0620014,cinematographer,\N,\N
tt0047478,1,nm0001536,actor,\N,"[""Kikuchiyo""]"
tt0047478,2,nm0793766,actor,\N,"[""Kambei Shimada""]"
tt0047478,3,nm0875477,actress,\N,"[""Shino""]"
tt0047478,4,nm0793616,actress,\N,"[""Wife""]"
tt0047478,5,nm0000041,director,\N,\N
tt0047478,6,nm0368074,writer,screenplay by,\N
tt0047478,7,nm0644823,writer,screenplay by,\N
tt0047478,8,nm0609404,producer,producer,\N
tt0047478,9,nm0370593,composer,\N,\N
tt0047528,10,nm0000065,composer,\N,\N
tt0047528,1,nm0000063,actor,\N,"[""Zampanò""]"
tt0047528,2,nm0556399,actress,\N,"[""Gelsomina""]"
tt0047528,3,nm0000865,actor,\N,"[""The Fool""]"
tt0047528,4,nm0798570,actor,\N,"[""Giraffa""]"
tt0047528,5,nm0000019,director,\N,\N
tt0047528,6,nm0684083,writer,story and screenplay,\N
tt0047528,7,nm0280919,writer,screenplay collaborator,\N
tt0047528,8,nm0209569,producer,producer,\N
tt0047528,9,nm0690638,producer,producer,\N
tt0048021,10,nm0127541,producer,producer,\N
tt0048021,1,nm0785771,actor,\N,"[""Tony le Stéphanois""]"
tt0048021,2,nm0617846,actor,\N,"[""Jo le Suédois""]"
tt0048021,3,nm0544275,actor,\N,"[""Mario Ferrati""]"
tt0048021,4,nm0201009,actress,\N,"[""Louise""]"
tt0048021,5,nm0202088,director,\N,\N
tt0048021,6,nm0494138,writer,"novel ""Du rififi chez les hommes""",\N
tt0048021,7,nm0923941,writer,collaboration,\N
tt0048021,8,nm0080035,producer,producer,\N
tt0048021,9,nm0126889,producer,producer,\N
tt0048424,10,nm0005673,cinematographer,\N,\N
tt0048424,1,nm0000053,actor,\N,"[""Harry Powell""]"
tt0048424,2,nm0001859,actress,\N,"[""Willa Harper""]"
tt0048424,3,nm0001273,actress,\N,"[""Rachel Cooper""]"
tt0048424,4,nm0322299,actor,\N,"[""Uncle Birdie Steptoe""]"
tt0048424,5,nm0001452,director,\N,\N
tt0048424,6,nm0344181,writer,from the novel by,\N
tt0048424,7,nm0012938,writer,screenplay by,\N
tt0048424,8,nm0339920,producer,producer,\N
tt0048424,9,nm0776739,composer,\N,\N
tt0048473,10,nm0151519,production_designer,\N,\N
tt0048473,1,nm0052333,actor,\N,"[""Harihar Ray""]"
tt0048473,2,nm0052334,actress,\N,"[""Sarbojaya Ray""]"
tt0048473,3,nm0052343,actor,\N,"[""Apu Ray""]"
tt0048473,4,nm0222447,actress,\N,"[""Indir Thakrun""]"
tt0048473,5,nm0006249,director,\N,\N
tt0048473,6,nm0051808,writer,novel,\N
tt0048473,7,nm0788170,composer,\N,\N
tt0048473,8,nm0593970,cinematographer,\N,\N
tt0048473,9,nm0244891,editor,\N,\N
tt0050083,1,nm0000020,actor,\N,"[""Juror 8""]"
tt0050083,2,nm0002011,actor,\N,"[""Juror 3""]"
tt0050083,3,nm0000842,actor,\N,"[""Juror 1""]"
tt0050083,4,nm0275835,actor,\N,"[""Juror 2""]"
tt0050083,5,nm0001486,director,\N,\N
tt0050083,6,nm0741627,writer,"teleplay ""Twelve Angry Men""",\N
tt0050083,7,nm0006132,composer,\N,\N
tt0050083,8,nm0442100,cinematographer,director of photography,\N
tt0050083,9,nm0503594,editor,\N,\N
tt0050212,10,nm0002185,composer,\N,\N
tt0050212,1,nm0000034,actor,\N,"[""Shears""]"
tt0050212,2,nm0000027,actor,\N,"[""Colonel Nicholson""]"
tt0050212,3,nm0370144,actor,\N,"[""Major Warden""]"
tt0050212,4,nm0370564,actor,\N,"[""Colonel Saito""]"
tt0050212,5,nm0000180,director,\N,\N
tt0050212,6,nm0099541,writer,"novel ""Le pont de la rivière Kwaï""",\N
tt0050212,7,nm0286025,writer,screenplay,\N
tt0050212,8,nm0933858,writer,screenplay,\N
tt0050212,9,nm0818545,producer,producer,\N
tt0050613,10,nm0609404,producer,producer,\N
tt0050613,1,nm0001536,actor,\N,"[""Taketoki Washizu""]"
tt0050613,2,nm0156928,actor,\N,"[""Yoshiaki Miki""]"
tt0050613,3,nm0945222,actress,\N,"[""Lady Asaji Washizu""]"
tt0050613,4,nm0793766,actor,\N,"[""Noriyasu Odagura""]"
tt0050613,5,nm0000041,director,\N,\N
tt0050613,6,nm0644823,writer,screenplay by,\N
tt0050613,7,nm0368074,writer,screenplay by,\N
tt0050613,8,nm0452878,writer,screenplay by,\N
tt0050613,9,nm0000636,writer,"based on the play ""Macbeth"" by",\N
tt0050783,10,nm0209569,producer,producer,\N
tt0050783,1,nm0556399,actress,\N,"[""Maria 'Cabiria' Ceccarelli""]"
tt0050783,2,nm0673749,actor,\N,"[""Oscar D'Onofrio""]"
tt0050783,3,nm0555807,actress,\N,"[""Wanda""]"
tt0050783,4,nm0336582,actress,\N,"[""Jessy""]"
tt0050783,5,nm0000019,director,\N,\N
tt0050783,6,nm0280919,writer,story,\N
tt0050783,7,nm0684083,writer,story,\N
tt0050783,8,nm0001596,writer,collaborating writer,\N
tt0050783,9,nm0740021,writer,writing consultant,\N
tt0050825,10,nm0006086,composer,\N,\N
tt0050825,1,nm0000018,actor,\N,"[""Col. Dax""]"
tt0050825,2,nm0576127,actor,\N,"[""Cpl. Philippe Paris""]"
tt0050825,3,nm0579663,actor,\N,"[""Gen. George Broulard""]"
tt0050825,4,nm0534317,actor,\N,"[""Gen. Paul Mireau""]"
tt0050825,5,nm0000040,director,\N,\N
tt0050825,6,nm0932229,writer,screenplay,\N
tt0050825,7,nm0860292,writer,screenplay,\N
tt0050825,8,nm0167767,writer,"based on the novel ""Paths of Glory"" by",\N
tt0050825,9,nm0364805,producer,producer,\N
tt0050976,10,nm0526456,production_designer,\N,\N
tt0050976,1,nm0001884,actor,\N,"[""Antonius Block""]"
tt0050976,2,nm0085038,actor,\N,"[""Jöns, squire""]"
tt0050976,3,nm0252345,actor,\N,"[""Death""]"
tt0050976,4,nm0691555,actor,\N,"[""Jof"",""Joseph""]"
tt0050976,5,nm0000005,director,\N,\N
tt0050976,6,nm0252321,producer,producer,\N
tt0050976,7,nm0635059,composer,\N,\N
tt0050976,8,nm0005705,cinematographer,\N,\N
tt0050976,9,nm0906307,editor,\N,\N
tt0050986,1,nm0803705,actor,\N,"[""Dr. Eberhard Isak Borg""]"
tt0050986,2,nm0000761,actress,\N,"[""Sara"",""Hitchhiker""]"
tt0050986,3,nm0862026,actress,\N,"[""Marianne Borg""]"
tt0050986,4,nm0085038,actor,\N,"[""Dr. Evald Borg""]"
tt0050986,5,nm0000005,director,\N,\N
tt0050986,6,nm0635059,composer,\N,\N
tt0050986,7,nm0005705,cinematographer,\N,\N
tt0050986,8,nm0741013,editor,\N,\N
tt0050986,9,nm0349023,production_designer,\N,\N
tt0051036,10,nm0002146,cinematographer,\N,\N
tt0051036,1,nm0000044,actor,\N,"[""J.J. Hunsecker""]"
tt0051036,2,nm0000348,actor,\N,"[""Sidney Falco""]"
tt0051036,3,nm0365893,actress,\N,"[""Susan Hunsecker""]"
tt0051036,4,nm0590398,actor,\N,"[""Steve Dallas""]"
tt0051036,5,nm0533241,director,\N,\N
tt0051036,6,nm0644048,writer,screenplay,\N
tt0051036,7,nm0499626,writer,screenplay,\N
tt0051036,8,nm0384343,producer,producer,\N
tt0051036,9,nm0000930,composer,\N,\N
tt0051201,10,nm0540338,composer,\N,\N
tt0051201,1,nm0000061,actor,\N,"[""Leonard Vole""]"
tt0051201,2,nm0000017,actress,\N,"[""Christine""]"
tt0051201,3,nm0001452,actor,\N,"[""Sir Wilfrid Robarts""]"
tt0051201,4,nm0006471,actress,\N,"[""Miss Plimsoll""]"
tt0051201,5,nm0000697,director,\N,\N
tt0051201,6,nm0002005,writer,in Agatha Christie's international stage success,\N
tt0051201,7,nm0475823,writer,screen play,\N
tt0051201,8,nm0546140,writer,adaptation,\N
tt0051201,9,nm0394967,producer,producer,\N
tt0051808,10,nm0766496,composer,\N,\N
tt0051808,1,nm0001536,actor,\N,"[""General Rokurota Makabe""]"
tt0051808,2,nm0879947,actress,\N,"[""Princess Yuki""]"
tt0051808,3,nm0156928,actor,\N,"[""Tahei""]"
tt0051808,4,nm0297869,actor,\N,"[""Matashichi""]"
tt0051808,5,nm0000041,director,\N,\N
tt0051808,6,nm0452878,writer,written by,\N
tt0051808,7,nm0644823,writer,written by,\N
tt0051808,8,nm0368074,writer,written by,\N
tt0051808,9,nm0297772,producer,producer,\N
tt0052311,10,nm0005797,cinematographer,director of photography,\N
tt0052311,1,nm0000032,actor,\N,"[""Mike Vargas""]"
tt0052311,2,nm0000080,actor,\N,"[""Police Captain Hank Quinlan""]"
tt0052311,3,nm0001463,actress,\N,"[""Susan Vargas""]"
tt0052311,4,nm0130407,actor,\N,"[""Police Sergeant Pete Menzies""]"
tt0052311,5,nm0557767,writer,"based on the novel ""Badge Of Evil"" by",\N
tt0052311,6,nm0168759,writer,contributing writer: reshoots,\N
tt0052311,7,nm0597574,writer,additional scenes,\N
tt0052311,8,nm0428572,producer,producer,\N
tt0052311,9,nm0000049,composer,\N,\N
tt0052357,10,nm0027173,writer,contributing writer,\N
tt0052357,1,nm0000071,actor,\N,"[""John 'Scottie' Ferguson""]"
tt0052357,2,nm0001571,actress,\N,"[""Madeleine Elster"",""Judy Barton""]"
tt0052357,3,nm0000895,actress,\N,"[""Marjorie 'Midge' Wood""]"
tt0052357,4,nm0375738,actor,\N,"[""Gavin Elster""]"
tt0052357,5,nm0000033,director,\N,\N
tt0052357,6,nm0178785,writer,screenplay by,\N
tt0052357,7,nm0853138,writer,screenplay by,\N
tt0052357,8,nm0092267,writer,"based on the novel ""D'Entre Les Morts"" by",\N
tt0052357,9,nm0092268,writer,"based on the novel ""D'Entre Les Morts"" by",\N
tt0052561,10,nm0517264,editor,\N,\N
tt0052561,1,nm0000071,actor,\N,"[""Paul Biegler""]"
tt0052561,2,nm0001665,actress,\N,"[""Laura Manion""]"
tt0052561,3,nm0001262,actor,\N,"[""Lt. Frederick Manion""]"
tt0052561,4,nm0640023,actor,\N,"[""Parnell Emmett McCarthy""]"
tt0052561,5,nm0695937,director,\N,\N
tt0052561,6,nm0562606,writer,screenplay,\N
tt0052561,7,nm0871261,writer,based on the novel by,\N
tt0052561,8,nm0254153,composer,\N,\N
tt0052561,9,nm0495402,cinematographer,director of photography,\N
tt0052618,10,nm0067103,writer,contributing writer,\N
tt0052618,1,nm0000032,actor,\N,"[""Judah Ben-Hur""]"
tt0052618,2,nm0370144,actor,\N,"[""Quintus Arrius""]"
tt0052618,3,nm0000963,actor,\N,"[""Messala""]"
tt0052618,4,nm0361823,actress,\N,"[""Esther""]"
tt0052618,5,nm0943758,director,\N,\N
tt0052618,6,nm0908753,writer,A Tale of Christ,\N
tt0052618,7,nm0876562,writer,screen play by,\N
tt0052618,8,nm0000683,writer,contributing writer,\N
tt0052618,9,nm0027173,writer,contributing writer,\N
tt0053125,10,nm0102327,production_designer,\N,\N
tt0053125,1,nm0000026,actor,\N,"[""Roger Thornhill""]"
tt0053125,2,nm0001693,actress,\N,"[""Eve Kendall""]"
tt0053125,3,nm0000051,actor,\N,"[""Phillip Vandamm""]"
tt0053125,4,nm0484829,actress,\N,"[""Clara Thornhill""]"
tt0053125,5,nm0000033,director,\N,\N
tt0053125,6,nm0499626,writer,written by,\N
tt0053125,7,nm0002136,composer,\N,\N
tt0053125,8,nm0122079,cinematographer,director of photography,\N
tt0053125,9,nm0866462,editor,film editor,\N
tt0053198,1,nm0529543,actor,\N,"[""Antoine Doinel""]"
tt0053198,2,nm0753716,actor,\N,"[""Julien Doinel - le beau-père d'Antoine""]"
tt0053198,3,nm0561158,actress,\N,"[""Gilberte Doinel - la mère d'Antoine""]"
tt0053198,4,nm0213948,actor,\N,"[""'Petite Feuille' - l'instituteur""]"
tt0053198,5,nm0000076,director,\N,\N
tt0053198,6,nm0610115,writer,adaptation,\N
tt0053198,7,nm0176036,composer,\N,\N
tt0053198,8,nm0005684,cinematographer,director of photography,\N
tt0053198,9,nm0950391,editor,\N,\N
tt0053221,10,nm0005737,cinematographer,director of photography,\N
tt0053221,1,nm0000078,actor,\N,"[""Sheriff John T. Chance""]"
tt0053221,2,nm0001509,actor,\N,"[""Dude ('Borrachón')""]"
tt0053221,3,nm0625699,actor,\N,"[""Colorado Ryan""]"
tt0053221,4,nm0001141,actress,\N,"[""Feathers""]"
tt0053221,5,nm0001328,director,\N,\N
tt0053221,6,nm0299154,writer,screenplay,\N
tt0053221,7,nm0102824,writer,screenplay,\N
tt0053221,8,nm0564800,writer,short story,\N
tt0053221,9,nm0006323,composer,\N,\N
tt0053291,10,nm0485702,cinematographer,director of photography,\N
tt0053291,1,nm0000054,actress,\N,"[""Sugar Kane Kowalczyk""]"
tt0053291,2,nm0000348,actor,\N,"[""Joe"",""Josephine"",""Shell Oil Junior""]"
tt0053291,3,nm0000493,actor,\N,"[""Jerry"",""Daphne""]"
tt0053291,4,nm0706368,actor,\N,"[""Spats Colombo""]"
tt0053291,5,nm0000697,director,\N,\N
tt0053291,6,nm0224634,writer,screenplay,\N
tt0053291,7,nm0858329,writer,suggested by a story by,\N
tt0053291,8,nm0517615,writer,suggested by a story by,\N
tt0053291,9,nm0006037,composer,\N,\N
tt0053604,1,nm0000493,actor,\N,"[""C.C. Baxter""]"
tt0053604,2,nm0000511,actress,\N,"[""Fran Kubelik""]"
tt0053604,3,nm0534045,actor,\N,"[""Jeff D. Sheldrake""]"
tt0053604,4,nm0001827,actor,\N,"[""Joe Dobisch""]"
tt0053604,5,nm0000697,director,\N,\N
tt0053604,6,nm0224634,writer,written by,\N
tt0053604,7,nm0006037,composer,\N,\N
tt0053604,8,nm0005766,cinematographer,director of photography,\N
tt0053604,9,nm0541721,editor,film editor,\N
tt0053779,10,nm0024155,producer,producer,\N
tt0053779,1,nm0000052,actor,\N,"[""Marcello Rubini""]"
tt0053779,2,nm0001179,actress,\N,"[""Sylvia""]"
tt0053779,3,nm0000733,actress,\N,"[""Maddalena""]"
tt0053779,4,nm0299014,actress,\N,"[""Emma""]"
tt0053779,5,nm0000019,director,\N,\N
tt0053779,6,nm0280919,writer,story,\N
tt0053779,7,nm0684083,writer,story,\N
tt0053779,8,nm0740021,writer,contributing writer,\N
tt0053779,9,nm0001596,writer,\N,\N
tt0053946,10,nm0006104,composer,\N,\N
tt0053946,1,nm0000075,actor,\N,"[""Henry Drummond""]"
tt0053946,2,nm0545298,actor,\N,"[""Matthew Harrison Brady""]"
tt0053946,3,nm0000037,actor,\N,"[""E. K. Hornbeck""]"
tt0053946,4,nm0948685,actor,\N,"[""Bertram T. Cates""]"
tt0053946,5,nm0006452,director,\N,\N
tt0053946,6,nm0949917,writer,screenplay,\N
tt0053946,7,nm0808414,writer,screenplay,\N
tt0053946,8,nm0492823,writer,play,\N
tt0053946,9,nm0498126,writer,play,\N
tt0053976,10,nm0526456,production_designer,\N,\N
tt0053976,1,nm0001884,actor,\N,"[""Töre""]"
tt0053976,2,nm0883517,actress,\N,"[""Märeta""]"
tt0053976,3,nm0511458,actress,\N,"[""Ingeri""]"
tt0053976,4,nm0678555,actress,\N,"[""Karin""]"
tt0053976,5,nm0000005,director,\N,\N
tt0053976,6,nm0410694,writer,\N,\N
tt0053976,7,nm0635059,composer,\N,\N
tt0053976,8,nm0005815,cinematographer,\N,\N
tt0053976,9,nm0741013,editor,\N,\N
tt0054215,10,nm0866462,editor,\N,\N
tt0054215,1,nm0000578,actor,\N,"[""Norman Bates""]"
tt0054215,2,nm0001463,actress,\N,"[""Marion Crane""]"
tt0054215,3,nm0587256,actress,\N,"[""Lila Crane""]"
tt0054215,4,nm0001260,actor,\N,"[""Sam Loomis""]"
tt0054215,5,nm0000033,director,\N,\N
tt0054215,6,nm0825010,writer,screenplay by,\N
tt0054215,7,nm0088645,writer,based on the novel by,\N
tt0054215,8,nm0002136,composer,\N,\N
tt0054215,9,nm0005852,cinematographer,director of photography,\N
tt0054997,10,nm0020441,editor,film editor,\N
tt0054997,1,nm0000056,actor,\N,"[""Eddie Felson""]"
tt0054997,2,nm0001276,actor,\N,"[""Minnesota Fats""]"
tt0054997,3,nm0001453,actress,\N,"[""Sarah Packard""]"
tt0054997,4,nm0001715,actor,\N,"[""Bert Gordon""]"
tt0054997,5,nm0744035,director,\N,\N
tt0054997,6,nm0140987,writer,screenplay,\N
tt0054997,7,nm0856677,writer,based on the novel by,\N
tt0054997,8,nm0006132,composer,\N,\N
tt0054997,9,nm0005867,cinematographer,director of photography,\N
tt0055031,10,nm0461772,editor,film editor,\N
tt0055031,1,nm0000075,actor,\N,"[""Chief Judge Dan Haywood""]"
tt0055031,2,nm0000044,actor,\N,"[""Dr. Ernst Janning""]"
tt0055031,3,nm0001847,actor,\N,"[""Col. Tad Lawson""]"
tt0055031,4,nm0000017,actress,\N,"[""Mrs. Bertholt""]"
tt0055031,5,nm0006452,director,\N,\N
tt0055031,6,nm0542631,writer,written by,\N
tt0055031,7,nm0001050,writer,\N,\N
tt0055031,8,nm0006104,composer,\N,\N
tt0055031,9,nm0005768,cinematographer,\N,\N
tt0055601,10,nm0005631,cinematographer,\N,\N
tt0055601,1,nm0683831,actress,\N,"[""Viridiana""]"
tt0055601,2,nm0704719,actor,\N,"[""Jorge""]"
tt0055601,3,nm0721073,actor,\N,"[""Don Jaime""]"
tt0055601,4,nm0130952,actor,\N,"[""Don Amalio""]"
tt0055601,5,nm0000320,director,\N,\N
tt0055601,6,nm0017855,writer,\N,\N
tt0055601,7,nm0701918,writer,"novel ""Halma""",\N
tt0055601,8,nm0016105,producer,producer,\N
tt0055601,9,nm0685881,composer,\N,\N
tt0055630,10,nm0613499,production_designer,\N,\N
tt0055630,1,nm0001536,actor,\N,"[""Sanjuro Kuwabatake"",""The Samurai""]"
tt0055630,2,nm0867391,actor,\N,"[""Gonji - Tavern Keeper""]"
tt0055630,3,nm0619938,actor,\N,"[""Unosuke - Gunfighter""]"
tt0055630,4,nm0875362,actress,\N,"[""Nui""]"
tt0055630,5,nm0000041,director,\N,\N
tt0055630,6,nm0452878,writer,screenplay,\N
tt0055630,7,nm0849083,producer,producer,\N
tt0055630,8,nm0766496,composer,\N,\N
tt0055630,9,nm0594335,cinematographer,\N,\N
tt0056058,10,nm0590799,cinematographer,\N,\N
tt0056058,1,nm0619938,actor,\N,"[""Hanshiro Tsugumo""]"
tt0056058,2,nm0410968,actor,\N,"[""Motome Chijiiwa""]"
tt0056058,3,nm0412615,actress,\N,"[""Miho Tsugumo""]"
tt0056058,4,nm0848533,actor,\N,"[""Hikokuro Omodaka""]"
tt0056058,5,nm0462030,director,\N,\N
tt0056058,6,nm0847668,writer,"novel ""Ibun rônin ki""",\N
tt0056058,7,nm0368074,writer,screenplay,\N
tt0056058,8,nm0396106,producer,producer,\N
tt0056058,9,nm0006316,composer,\N,\N
tt0056111,10,nm0653778,composer,\N,\N
tt0056111,1,nm0122168,actor,\N,"[""Ivan Bondarev""]"
tt0056111,2,nm0958284,actor,\N,"[""Leonid Kholin""]"
tt0056111,3,nm0955529,actor,\N,"[""Galtsev""]"
tt0056111,4,nm0472989,actor,\N,"[""Katasonov""]"
tt0056111,5,nm0001789,director,\N,\N
tt0056111,6,nm0007672,director,\N,\N
tt0056111,7,nm1530016,writer,"story ""Ivan""",\N
tt0056111,8,nm0660353,writer,screenplay,\N
tt0056111,9,nm0464846,writer,\N,\N
tt0056172,10,nm0002875,cinematographer,director of photography,\N
tt0056172,1,nm0000564,actor,\N,"[""Lawrence""]"
tt0056172,2,nm0000027,actor,\N,"[""Prince Faisal""]"
tt0056172,3,nm0000063,actor,\N,"[""Auda Abu Tayi""]"
tt0056172,4,nm0370144,actor,\N,"[""General Edmund Allenby""]"
tt0056172,5,nm0000180,director,\N,\N
tt0056172,6,nm0004122,writer,screenplay by,\N
tt0056172,7,nm0933858,writer,screenplay by,\N
tt0056172,8,nm0818545,producer,producer,\N
tt0056172,9,nm0003574,composer,\N,\N
tt0056217,10,nm0005670,cinematographer,director of photography,\N
tt0056217,1,nm0000071,actor,\N,"[""Ransom Stoddard""]"
tt0056217,2,nm0000078,actor,\N,"[""Tom Doniphon""]"
tt0056217,3,nm0587256,actress,\N,"[""Hallie Stoddard""]"
tt0056217,4,nm0001511,actor,\N,"[""Liberty Valance""]"
tt0056217,5,nm0000406,director,\N,\N
tt0056217,6,nm0068650,writer,screenplay,\N
tt0056217,7,nm0325135,writer,screenplay,\N
tt0056217,8,nm0424986,writer,based on the story by,\N
tt0056217,9,nm0006203,composer,\N,\N
tt0056443,10,nm0766496,composer,\N,\N
tt0056443,1,nm0001536,actor,\N,"[""Sanjûrô Tsubaki"",""The Samurai""]"
tt0056443,2,nm0619938,actor,\N,"[""Hanbei Muroto""]"
tt0056443,3,nm0462013,actor,\N,"[""The Spy""]"
tt0056443,4,nm0411770,actor,\N,"[""Mutsuta, the Chamberlain""]"
tt0056443,5,nm0000041,director,\N,\N
tt0056443,6,nm0452878,writer,screenplay,\N
tt0056443,7,nm0644823,writer,screenplay,\N
tt0056443,8,nm0945491,writer,"novel ""Nichinichi heian""",\N
tt0056443,9,nm0849083,producer,producer,\N
tt0056592,10,nm0005737,cinematographer,director of photography,\N
tt0056592,1,nm0000060,actor,\N,"[""Atticus Finch""]"
tt0056592,2,nm0576345,actor,\N,"[""Dill Harris""]"
tt0056592,3,nm0653942,actor,\N,"[""Sheriff Heck Tate""]"
tt0056592,4,nm0614677,actress,\N,"[""Maudie Atkinson""]"
